player_id,name,country,position,age,club,matches_played,minutes_played,goals,assists,expected_goals_xg,shots_on_target,passes_completed,pass_accuracy_pct,tackles_won,interceptions,yellow_cards,red_cards,goals_per_90,assists_per_90,goal_contributions_per_90,shots_on_target_per_90
170,Camilo Vargas,Colombia,GK,37,Atlas,5,450,0,0,0.0,0,145,76.5,0,0,0,0,0.0,0.0,0.0,0.0
171,Davinson Sanchez,Colombia,DF,30,Galatasaray,5,450,0,0,0.4,1,280,88.0,9,10,2,0,0.0,0.0,0.0,0.2
172,Jhon Lucumi,Colombia,DF,28,Bologna,5,450,0,0,0.2,0,310,90.2,8,9,1,0,0.0,0.0,0.0,0.0
173,Johan Mojica,Colombia,DF,33,Mallorca,5,410,0,0,0.35,1,210,81.5,8,5,1,0,0.0,0.0,0.0,0.21951219512195122
174,Jefferson Lerma,Colombia,MF,31,Crystal Palace,5,430,1,0,0.8,2,230,85.4,14,9,2,0,0.20930232558139533,0.0,0.20930232558139533,0.41860465116279066
175,Richard Rios,Colombia,MF,26,Palmeiras,5,400,1,0,0.95,3,210,84.0,11,7,1,0,0.225,0.0,0.225,0.6749999999999999
176,Jhon Arias,Colombia,MF,28,Fluminense,5,420,0,1,0.7,2,175,82.1,6,4,0,0,0.0,0.2142857142857143,0.2142857142857143,0.4285714285714286
177,James Rodriguez,Colombia,MF,35,Rayo Vallecano,5,390,1,6,1.4,4,260,86.8,4,2,0,0,0.23076923076923078,1.3846153846153846,1.6153846153846152,0.9230769230769231
178,Jhon Cordoba,Colombia,FW,33,Krasnodar,5,330,2,1,2.15,7,55,71.5,3,2,1,0,0.5454545454545454,0.2727272727272727,0.8181818181818181,1.9090909090909092
179,Matvey Safonov,Russia,GK,27,Paris Saint-Germain,3,270,0,0,0.0,0,85,79.0,0,0,0,0,0.0,0.0,0.0,0.0
180,Igor Diveev,Russia,DF,26,CSKA Moscow,3,270,0,0,0.2,0,160,86.5,5,6,1,0,0.0,0.0,0.0,0.0
181,Alexander Golovin,Russia,MF,30,AS Monaco,3,260,0,1,0.65,2,140,84.2,4,3,0,0,0.0,0.34615384615384615,0.34615384615384615,0.6923076923076923
182,Aleksei Miranchuk,Russia,MF,30,Atlanta United,3,220,1,0,0.85,3,110,83.0,3,2,0,0,0.40909090909090906,0.0,0.40909090909090906,1.2272727272727273
183,Fedor Chalov,Russia,FW,28,PAOK,3,190,0,0,0.7,2,40,74.5,1,1,0,0,0.0,0.0,0.0,0.9473684210526315
184,Dominik Livakovic,Croatia,GK,31,Fenerbahce,4,390,0,0,0.0,0,115,77.2,0,0,0,0,0.0,0.0,0.0,0.0
185,Josko Gvardiol,Croatia,DF,24,Manchester City,4,390,0,0,0.4,1,310,89.5,8,9,1,0,0.0,0.0,0.0,0.23076923076923078
186,Josip Sutalo,Croatia,DF,26,Ajax,4,360,0,0,0.2,0,260,90.1,6,7,0,0,0.0,0.0,0.0,0.0
187,Borna Sosa,Croatia,DF,28,Torino,4,310,0,0,0.3,1,180,82.0,5,4,0,0,0.0,0.0,0.0,0.2903225806451613
188,Luka Modric,Croatia,MF,40,Real Madrid,4,340,0,1,0.6,2,290,90.8,6,4,0,0,0.0,0.2647058823529412,0.2647058823529412,0.5294117647058824
189,Mateo Kovacic,Croatia,MF,32,Manchester City,4,330,0,0,0.45,1,270,91.4,9,6,1,0,0.0,0.0,0.0,0.2727272727272727
190,Marcelo Brozovic,Croatia,MF,33,Al-Nassr,4,360,0,0,0.35,1,310,89.0,11,8,1,0,0.0,0.0,0.0,0.25
191,Andrej Kramaric,Croatia,FW,35,Hoffenheim,4,290,1,0,1.2,4,85,80.5,2,1,0,0,0.3103448275862069,0.0,0.3103448275862069,1.2413793103448276
192,Ante Budimir,Croatia,FW,35,Osasuna,4,210,0,0,0.8,3,35,70.0,1,1,0,0,0.0,0.0,0.0,1.2857142857142856
193,Jan Oblak,Slovenia,GK,33,Atletico Madrid,4,390,0,0,0.0,0,95,74.0,0,0,0,0,0.0,0.0,0.0,0.0
194,Jaka Bijol,Slovenia,DF,27,Udinese,4,390,0,0,0.3,1,210,86.2,8,10,1,0,0.0,0.0,0.0,0.23076923076923078
195,Zan Karnicnik,Slovenia,DF,31,Celje,4,390,1,0,0.5,2,165,81.0,9,6,1,0,0.23076923076923078,0.0,0.23076923076923078,0.46153846153846156
196,Adam Gnezda Cerin,Slovenia,MF,27,Panathinaikos,4,380,0,0,0.35,1,190,85.0,10,7,1,0,0.0,0.0,0.0,0.23684210526315788
197,Timi Max Elsnik,Slovenia,MF,28,Red Star Belgrade,4,370,0,1,0.45,1,175,83.8,8,5,0,0,0.0,0.24324324324324326,0.24324324324324326,0.24324324324324326
198,Benjamin Sesko,Slovenia,FW,23,RB Leipzig,4,360,2,0,2.1,7,65,73.5,2,1,0,0,0.5,0.0,0.5,1.75
199,Andraz Sporar,Slovenia,FW,32,Panathinaikos,4,220,0,0,0.6,2,40,72.0,1,1,0,0,0.0,0.0,0.0,0.8181818181818181
200,Matz Sels,Belgium,GK,34,Nottingham Forest,4,360,0,0,0.0,0,110,76.0,0,0,0,0,0.0,0.0,0.0,0.0
